ticket_id,text,true_tag
207,Would it be possible to add dark mode to the subscription plan?,Feature Request
599,How do I downgrade my premium account subscription?,Subscription Management
415,Please process a refund for the order I returned last week.,Refund & Cancellation
411,I was charged after I already cancelled my checkout page.,Refund & Cancellation
439,Do you offer student discounts on the notification settings?,General Inquiry
413,I want to cancel my mobile app and get a refund for this month.,Refund & Cancellation
577,How do I switch from the monthly to the annual desktop software plan?,Subscription Management
461,Do you offer student discounts on the premium account?,General Inquiry
124,I can't log into my account even after resetting my password.,Account Access
392,I want to cancel my subscription plan and get a refund for this month.,Refund & Cancellation
550,How do I switch from the monthly to the annual checkout page plan?,Subscription Management
77,I'm getting a 500 error every time I open the desktop software.,Technical Issue
97,I'm getting a 500 error every time I open the mobile app.,Technical Issue
153,I forgot my username and the recovery email isn't reaching me.,Account Access
334,The package I received was damaged during shipping.,Shipping & Delivery
556,How do I switch from the monthly to the annual API service plan?,Subscription Management
488,I'm really unhappy with the quality of support I've received so far.,Complaint
365,How do I cancel my subscription before the next billing cycle?,Refund & Cancellation
336,The package I received was damaged during shipping.,Shipping & Delivery
134,I can't log into my account even after resetting my password.,Account Access
508,I've been a loyal customer for years and this experience has been disappointing.,Complaint
442,Where can I find documentation for the checkout page?,General Inquiry
544,How do I downgrade my mobile app subscription?,Subscription Management
328,Delivery status hasn't changed from 'processing' for 4 days.,Shipping & Delivery
142,Two-factor authentication isn't sending me a code to sign in.,Account Access
507,This is the third time I'm contacting you about the same API service issue.,Complaint
173,I forgot my username and the recovery email isn't reaching me.,Account Access
33,My credit card was billed twice for the same premium account order this month.,Billing & Payments
247,I found a bug where deleting an item duplicates it instead.,Bug Report
111,I'm getting a 500 error every time I open the desktop software.,Technical Issue
306,The package I received was damaged during shipping.,Shipping & Delivery
290,Dates are displaying incorrectly on the desktop software.,Bug Report
384,I was charged after I already cancelled my notification settings.,Refund & Cancellation
8,There's an unrecognized charge of $196 on my statement from your company.,Billing & Payments
105,The subscription plan is extremely slow and unresponsive today.,Technical Issue
562,I want to add a second user seat to my current plan.,Subscription Management
310,Delivery status hasn't changed from 'processing' for 10 days.,Shipping & Delivery
478,Where can I find documentation for the notification settings?,General Inquiry
224,Would it be possible to add dark mode to the premium account?,Feature Request
588,How do I downgrade my checkout page subscription?,Subscription Management
471,Where can I find documentation for the subscription plan?,General Inquiry
358,My order was supposed to arrive 9 days ago and there's no tracking update.,Shipping & Delivery
386,I was charged after I already cancelled my subscription plan.,Refund & Cancellation
434,Where can I find documentation for the API service?,General Inquiry
282,The API service crashes every time I try to upload a file.,Bug Report
313,Delivery status hasn't changed from 'processing' for 7 days.,Shipping & Delivery
259,The search bar on the notification settings returns no results even for valid queries.,Bug Report
230,Please consider adding multi-language support to the desktop software.,Feature Request
9,Can you clarify why my invoice this month is higher than usual?,Billing & Payments
576,How do I switch from the monthly to the annual checkout page plan?,Subscription Management
136,I can't log into my account even after resetting my password.,Account Access
554,I want to add a second user seat to my current plan.,Subscription Management
10,"I was charged $179 but my plan should only cost $34, please explain.",Billing & Payments
21,"I was charged $184 but my plan should only cost $73, please explain.",Billing & Payments
526,I'm really unhappy with the quality of support I've received so far.,Complaint
420,I was charged after I already cancelled my subscription plan.,Refund & Cancellation
596,How do I downgrade my premium account subscription?,Subscription Management
212,Would it be possible to add dark mode to the checkout page?,Feature Request
231,Please consider adding multi-language support to the premium account.,Feature Request
227,Can you add a bulk-edit option to the desktop software?,Feature Request
220,Can you add a bulk-edit option to the API service?,Feature Request
167,"It says my account is locked, but I don't know why.",Account Access
51,There's an unrecognized charge of $50 on my statement from your company.,Billing & Payments
396,I was charged after I already cancelled my API service.,Refund & Cancellation
29,My credit card was billed twice for the same premium account order this month.,Billing & Payments
292,I found a bug where deleting an item duplicates it instead.,Bug Report
93,I'm getting a 500 error every time I open the notification settings.,Technical Issue
265,The search bar on the desktop software returns no results even for valid queries.,Bug Report
168,Two-factor authentication isn't sending me a code to sign in.,Account Access
353,The package I received was damaged during shipping.,Shipping & Delivery
359,"I received the wrong item in my order, I ordered a different premium account.",Shipping & Delivery
486,This is the third time I'm contacting you about the same web dashboard issue.,Complaint
182,Please consider adding multi-language support to the desktop software.,Feature Request
457,Do you offer student discounts on the API service?,General Inquiry
501,I've been a loyal customer for years and this experience has been disappointing.,Complaint
382,How do I cancel my subscription before the next billing cycle?,Refund & Cancellation
248,I found a bug where deleting an item duplicates it instead.,Bug Report
32,"I was charged $27 but my plan should only cost $9, please explain.",Billing & Payments
127,I can't log into my account even after resetting my password.,Account Access
407,Please process a refund for the order I returned last week.,Refund & Cancellation
518,"Your customer service hung up on me twice today, this is unacceptable.",Complaint
476,How do I upgrade from the free plan to premium?,General Inquiry
378,I was charged after I already cancelled my mobile app.,Refund & Cancellation
281,Dates are displaying incorrectly on the premium account.,Bug Report
204,Would it be possible to add dark mode to the desktop software?,Feature Request
370,I want to cancel my subscription plan and get a refund for this month.,Refund & Cancellation
52,"I was charged $179 but my plan should only cost $18, please explain.",Billing & Payments
468,How do I upgrade from the free plan to premium?,General Inquiry
34,Can you clarify why my invoice this month is higher than usual?,Billing & Payments
256,Dates are displaying incorrectly on the web dashboard.,Bug Report
60,There's an unrecognized charge of $184 on my statement from your company.,Billing & Payments
206,Please consider adding multi-language support to the premium account.,Feature Request
198,Would it be possible to add dark mode to the mobile app?,Feature Request
178,I can't log into my account even after resetting my password.,Account Access
30,Can you clarify why my invoice this month is higher than usual?,Billing & Payments
537,This is the third time I'm contacting you about the same API service issue.,Complaint
139,I forgot my username and the recovery email isn't reaching me.,Account Access
414,I want to cancel my desktop software and get a refund for this month.,Refund & Cancellation
519,This is the third time I'm contacting you about the same API service issue.,Complaint
319,Delivery status hasn't changed from 'processing' for 3 days.,Shipping & Delivery
68,The desktop software keeps freezing whenever I try to save my work.,Technical Issue
163,Two-factor authentication isn't sending me a code to sign in.,Account Access
528,I'm really unhappy with the quality of support I've received so far.,Complaint
58,My credit card was billed twice for the same mobile app order this month.,Billing & Payments
383,I was charged after I already cancelled my premium account.,Refund & Cancellation
529,This is the third time I'm contacting you about the same checkout page issue.,Complaint
497,I've been a loyal customer for years and this experience has been disappointing.,Complaint
417,How do I cancel my subscription before the next billing cycle?,Refund & Cancellation
217,Can you add a bulk-edit option to the mobile app?,Feature Request
453,Do you offer student discounts on the API service?,General Inquiry
193,Would it be possible to add dark mode to the checkout page?,Feature Request
92,The mobile app is extremely slow and unresponsive today.,Technical Issue
427,How do I upgrade from the free plan to premium?,General Inquiry
276,Dates are displaying incorrectly on the desktop software.,Bug Report
329,"I received the wrong item in my order, I ordered a different web dashboard.",Shipping & Delivery
454,Where can I find documentation for the web dashboard?,General Inquiry
308,The package I received was damaged during shipping.,Shipping & Delivery
138,I can't log into my account even after resetting my password.,Account Access
